Station_ID,Date,Hour,Traffic_Volume,Average_Speed_kmh,Congestion_Level
EVS02937,2025-04-05,12,287,45.1,Moderate
EVS02877,2024-12-15,3,170,53.7,Low
EVS01509,2025-12-12,13,486,36.1,Moderate
EVS03539,2024-05-09,13,359,40.5,Moderate
EVS04412,2024-04-25,15,587,24.9,Moderate
EVS03219,2024-10-16,11,465,40.8,High
EVS01152,2024-12-25,6,549,33.6,Moderate
EVS02713,2024-05-16,23,420,39.8,Moderate
EVS03760,2024-12-22,1,254,36.6,Low
EVS04705,2025-07-13,4,274,40.2,Moderate
EVS00772,2025-06-05,15,594,30.8,High
EVS00637,2024-09-05,1,498,29.8,Moderate
EVS02058,2025-11-16,5,253,47.6,Low
EVS00626,2024-02-21,3,471,39.9,Moderate
EVS04909,2024-10-11,0,318,44.5,Low
EVS02114,2025-06-22,17,464,31.2,Moderate
EVS02664,2024-03-21,1,332,39.9,Moderate
EVS01127,2024-07-23,15,583,38.7,Moderate
EVS02231,2025-09-11,14,512,38.1,Moderate
EVS04932,2025-11-23,8,746,21.9,Severe
EVS02439,2024-11-25,8,716,24.9,High
EVS00043,2024-02-04,1,365,38.6,Moderate
EVS01201,2025-05-15,0,227,42.5,Low
EVS04900,2025-01-04,6,378,32.8,Moderate
EVS04953,2024-11-26,22,377,39.4,Moderate
EVS01046,2025-05-19,10,591,32.0,High
EVS03066,2025-04-20,18,617,33.7,High
EVS00383,2025-09-12,3,339,40.5,Moderate
EVS02878,2024-02-15,18,774,25.6,Severe
EVS00628,2024-04-03,5,551,33.4,Moderate
EVS04084,2024-10-28,4,351,48.9,Moderate
EVS04706,2024-07-09,21,577,24.1,High
EVS00855,2025-07-17,12,282,45.5,Moderate
EVS02300,2025-05-02,23,354,40.9,Moderate
EVS00511,2024-06-13,1,298,46.3,Low
EVS01686,2025-07-08,16,901,29.6,Severe
EVS00325,2025-02-03,6,643,23.6,Moderate
EVS01304,2024-02-08,19,586,29.0,High
EVS04959,2025-11-30,12,214,48.0,Moderate
EVS00219,2024-04-06,4,237,41.8,Low
EVS04295,2024-03-06,23,361,39.5,Moderate
EVS00388,2025-08-27,3,293,39.5,Moderate
EVS02641,2024-02-09,23,403,32.5,Moderate
EVS02246,2025-11-12,5,441,41.0,Moderate
EVS04663,2024-11-16,16,504,41.1,Moderate
EVS00988,2024-08-31,21,498,30.9,Moderate
EVS00887,2025-12-20,18,610,30.5,High
EVS03728,2024-03-25,11,467,38.2,Moderate
EVS03616,2024-06-04,9,527,30.7,High
EVS03480,2024-04-22,4,388,38.7,Moderate
EVS00126,2025-12-05,13,234,44.1,Moderate
EVS01281,2025-09-30,14,383,33.0,Low
EVS04196,2025-10-28,12,403,36.7,Moderate
EVS02993,2025-03-11,11,463,38.9,Moderate
EVS02999,2024-03-05,7,938,22.9,Severe
EVS01458,2025-10-30,13,351,41.0,Moderate
EVS01281,2024-12-25,10,421,36.3,Moderate
EVS04740,2024-05-21,5,467,42.3,High
EVS03627,2024-07-10,12,319,41.5,Low
EVS00633,2025-07-04,19,826,24.9,Severe
EVS04695,2024-07-27,17,597,26.2,High
EVS02904,2025-06-07,0,203,54.5,Low
EVS01659,2024-10-16,10,669,28.2,High
EVS01982,2025-12-25,4,261,44.7,Low
EVS03615,2024-06-15,10,344,34.8,High
EVS01874,2024-06-03,8,868,22.1,Severe
EVS02885,2025-11-12,12,397,35.0,Moderate
EVS03543,2025-05-10,19,720,23.2,High
EVS00969,2025-05-28,14,463,31.2,Moderate
EVS04728,2024-06-20,21,485,36.1,Moderate
EVS01764,2024-09-02,1,419,42.1,Moderate
EVS02091,2024-07-13,21,417,29.9,Moderate
EVS03476,2025-03-27,10,409,38.7,Moderate
EVS03031,2024-02-06,17,1474,12.0,Severe
EVS02182,2025-08-28,8,1256,12.0,Severe
EVS03233,2025-04-27,0,257,52.2,Low
EVS04515,2024-09-12,15,668,22.8,High
EVS03984,2024-03-07,14,390,41.9,Moderate
EVS04114,2025-06-22,19,656,29.6,High
EVS01274,2024-12-25,7,698,27.7,Severe
EVS02091,2025-08-08,8,742,30.8,High
EVS02763,2024-03-09,22,222,53.2,Low
EVS00215,2025-01-26,8,545,31.7,High
EVS03836,2025-01-27,2,302,38.5,Moderate
EVS01606,2025-07-31,21,570,30.8,High
EVS01390,2025-06-11,6,505,35.4,Moderate
EVS01278,2025-09-01,8,824,23.0,Severe
EVS01394,2025-08-05,0,323,41.5,Moderate
EVS01680,2025-09-21,19,668,29.7,High
EVS03009,2024-04-11,16,678,28.0,High
EVS02908,2025-04-11,19,1511,12.0,Severe
EVS01260,2025-02-01,0,245,43.6,Low
EVS01024,2024-11-12,8,723,31.7,Severe
EVS04125,2025-05-18,16,456,32.0,Moderate
EVS00466,2024-12-27,5,409,34.9,Moderate
EVS02566,2025-04-30,22,469,41.5,Moderate
EVS02603,2025-04-01,19,848,24.8,Severe
EVS02862,2025-09-23,10,603,22.9,High
EVS04430,2025-12-09,21,535,33.7,High
EVS03114,2025-04-14,0,336,39.5,Moderate
EVS04876,2025-11-23,18,563,39.0,Moderate
EVS04355,2024-03-16,17,398,41.0,Moderate
EVS01067,2025-08-17,6,499,34.0,Moderate
EVS01197,2025-04-11,8,1032,15.8,Severe
EVS01713,2024-06-17,3,410,42.6,Moderate
EVS01957,2025-07-31,3,287,43.3,Low
EVS02758,2025-08-16,16,488,43.2,Moderate
EVS01150,2025-01-20,0,359,46.6,Moderate
EVS01102,2025-05-16,9,675,31.7,High
EVS01900,2025-05-16,17,772,22.0,Severe
EVS03353,2024-04-08,10,597,33.0,Moderate
EVS03427,2024-04-01,7,845,25.9,Severe
EVS04889,2025-08-26,12,427,36.3,Low
EVS01004,2024-01-11,14,638,24.7,High
EVS01964,2024-05-08,16,717,28.5,High
EVS04833,2024-06-08,22,302,40.4,Moderate
EVS03437,2025-09-21,2,332,46.9,Moderate
EVS02953,2025-01-21,3,370,41.1,Low
EVS02691,2025-03-16,20,484,41.1,High
EVS00377,2025-03-30,0,233,36.3,Low
EVS04468,2025-10-16,22,332,38.3,Moderate
EVS03122,2025-05-29,12,441,32.8,Moderate
EVS02847,2024-12-25,23,286,41.1,Moderate
EVS02690,2025-05-08,13,298,41.6,Moderate
EVS01959,2024-03-21,18,734,26.2,High
EVS01254,2025-02-01,18,616,29.9,High
EVS03757,2024-02-17,12,260,46.5,Moderate
EVS02549,2024-04-03,5,571,28.4,Moderate
EVS00164,2025-06-15,7,636,25.8,High
EVS01991,2024-01-29,3,522,30.4,Moderate
EVS04645,2024-11-09,16,414,36.5,Moderate
EVS01861,2024-04-02,14,550,27.9,Severe
EVS02059,2024-09-08,8,703,22.1,High
EVS03114,2024-02-27,13,407,46.7,Moderate
EVS03992,2024-02-05,20,741,28.6,Severe
EVS03334,2024-02-07,11,402,36.6,Moderate
EVS04249,2025-02-04,21,544,26.5,High
EVS00570,2025-06-05,19,1064,15.7,Severe
EVS04622,2024-02-16,23,383,40.7,Moderate
EVS04520,2025-11-10,14,466,35.7,Moderate
EVS02598,2025-03-07,12,425,36.2,Moderate
EVS03118,2025-01-13,11,400,36.5,Moderate
EVS01058,2025-08-21,18,1534,12.0,Severe
EVS02227,2024-10-01,20,894,24.0,Severe
EVS01006,2025-02-12,2,346,36.6,Moderate
EVS00105,2024-08-24,3,275,39.7,Low
EVS04911,2025-02-04,2,309,37.7,Low
EVS01277,2024-03-12,2,239,44.3,Low
EVS02958,2025-12-25,7,642,22.1,High
EVS01483,2024-09-18,6,448,40.8,High
EVS01844,2025-03-17,8,706,32.5,Severe
EVS01986,2025-12-04,17,1484,12.0,Severe
EVS01668,2025-10-11,13,336,38.8,Moderate
EVS03175,2024-10-04,22,366,46.7,Moderate
EVS04816,2025-05-10,19,740,18.5,Severe
EVS02132,2025-10-22,18,821,20.5,Severe
EVS04874,2025-07-25,12,397,44.3,Moderate
EVS03331,2024-10-01,10,543,30.9,Moderate
EVS03021,2024-03-28,0,374,40.5,Moderate
EVS01172,2024-02-20,21,522,28.0,Moderate
EVS00317,2024-09-23,20,813,24.2,Severe
EVS04261,2024-02-29,17,751,27.9,Severe
EVS02861,2024-01-18,0,446,37.6,Moderate
EVS02064,2025-02-01,5,254,53.5,Moderate
EVS04053,2025-12-30,16,665,28.5,Severe
EVS01544,2024-05-02,8,787,25.7,Severe
EVS03905,2025-06-26,22,446,41.2,Moderate
EVS01630,2024-04-25,8,942,17.3,Severe
EVS04604,2025-11-13,14,286,45.3,Moderate
EVS01319,2024-06-24,15,482,33.0,Moderate
EVS00683,2024-09-23,1,323,36.0,Moderate
EVS03474,2025-08-08,19,808,24.3,High
EVS00804,2024-08-26,20,1138,12.0,Severe
EVS04754,2024-08-05,3,393,38.3,Moderate
EVS03264,2024-06-06,7,800,26.8,High
EVS01143,2024-11-25,16,785,36.9,Severe
EVS01039,2024-01-03,7,659,29.7,High
EVS04620,2024-07-27,0,357,43.5,Moderate
EVS03026,2025-10-08,23,311,39.6,Moderate
EVS04469,2025-12-24,16,785,27.9,Severe
EVS00553,2024-12-12,1,257,36.7,Moderate
EVS04627,2025-12-17,2,354,42.0,Moderate
EVS02601,2025-06-26,9,832,23.5,Severe
EVS03334,2024-10-15,10,432,40.7,Moderate
EVS01857,2024-01-28,17,599,40.2,Moderate
EVS00295,2024-11-28,4,362,39.7,Moderate
EVS04803,2024-06-19,12,381,36.9,Moderate
EVS04979,2024-10-01,6,575,33.8,High
EVS01814,2025-01-18,0,262,42.0,Low
EVS04726,2024-03-16,22,331,37.8,Moderate
EVS00828,2024-07-29,23,342,36.6,Moderate
EVS00763,2024-10-06,6,357,45.0,Moderate
EVS00364,2025-07-12,12,272,45.0,Low
EVS01956,2025-11-08,13,232,46.0,Moderate
EVS00261,2024-11-15,0,227,43.1,Low
EVS01971,2024-10-21,5,460,38.8,Moderate
EVS00686,2025-01-28,11,463,34.4,Moderate
EVS03640,2024-06-06,6,637,35.9,High
EVS04157,2024-05-12,22,318,43.3,Moderate
EVS03426,2025-04-06,10,333,42.2,Moderate
EVS00996,2025-02-15,23,291,38.4,Moderate
EVS03820,2025-03-08,23,250,39.8,Low
EVS01231,2024-03-05,23,327,41.3,Moderate
EVS03779,2025-07-17,8,713,31.6,High
EVS02829,2025-11-04,23,365,38.9,Moderate
EVS01825,2024-04-20,19,678,31.5,Severe
EVS00421,2025-08-09,17,659,34.5,High
EVS04132,2025-03-18,17,998,20.9,Severe
EVS04707,2025-08-06,21,446,29.7,Moderate
EVS03322,2025-04-21,11,360,43.5,Moderate
EVS04831,2024-02-07,16,705,32.6,High
EVS04677,2025-07-29,13,342,36.2,Moderate
EVS00965,2024-02-06,0,395,43.6,Moderate
EVS03642,2024-05-05,15,361,34.3,Moderate
EVS01732,2025-06-08,10,296,37.7,Low
EVS02434,2025-12-03,2,311,39.1,Moderate
EVS00774,2024-04-28,18,666,24.2,Severe
EVS04881,2024-09-25,0,240,51.8,Moderate
EVS03620,2024-01-09,6,498,34.2,High
EVS01314,2024-06-25,0,313,41.3,Moderate
EVS01847,2024-02-28,13,366,37.3,Moderate
EVS02105,2025-04-24,3,396,40.3,Moderate
EVS03723,2024-07-07,10,395,39.1,Moderate
EVS04629,2024-02-26,16,695,26.0,High
EVS01597,2024-01-15,23,313,54.9,Moderate
EVS02357,2025-10-28,21,678,28.4,High
EVS02958,2025-03-24,0,385,33.6,Moderate
EVS01965,2025-06-25,12,349,37.5,Moderate
EVS02527,2025-06-19,15,426,31.8,Moderate
EVS00527,2025-07-09,16,776,26.8,Severe
EVS00828,2025-08-30,13,354,40.0,Moderate
EVS02001,2025-09-16,17,1067,14.3,Severe
EVS04574,2024-09-18,14,420,40.4,Moderate
EVS01732,2024-05-10,23,418,41.7,High
EVS01232,2025-10-23,23,448,31.4,Moderate
EVS03700,2024-02-02,21,463,40.0,Moderate
EVS04754,2024-05-09,5,390,38.4,Moderate
EVS02285,2024-06-07,13,361,33.4,Moderate
EVS00042,2025-02-27,19,917,20.5,Severe
EVS03427,2024-05-07,2,348,40.1,Moderate
EVS02067,2025-11-21,11,462,36.0,High
EVS03361,2025-03-18,12,442,36.9,Moderate
EVS01370,2024-02-23,23,309,42.1,Moderate
EVS00013,2025-11-14,0,410,41.3,Moderate
EVS01712,2024-06-22,9,761,25.4,Severe
EVS03509,2025-09-04,16,723,23.6,Severe
EVS01964,2024-02-23,16,684,30.1,High
EVS01087,2024-04-24,2,278,41.9,Low
EVS02307,2024-07-02,1,374,35.7,Low
EVS03745,2025-04-23,10,533,26.8,High
EVS00597,2025-04-18,4,303,41.4,Moderate
EVS03445,2025-03-30,19,632,30.7,High
EVS03330,2024-05-11,17,745,22.7,High
EVS01844,2025-07-12,2,252,48.9,Moderate
EVS04862,2024-05-26,10,408,40.8,Moderate
EVS04473,2024-04-09,0,273,43.0,Moderate
EVS01569,2024-08-22,4,310,43.6,Moderate
EVS00151,2024-07-25,16,700,22.0,High
EVS01530,2025-11-10,0,391,34.2,Moderate
EVS01014,2025-12-19,8,771,23.5,Severe
EVS02730,2025-08-14,0,310,43.0,Moderate
EVS04596,2025-05-26,18,742,34.0,High
EVS04350,2024-07-16,20,729,25.8,Severe
EVS01515,2024-03-16,11,329,37.7,Moderate
EVS02132,2024-07-20,9,427,34.7,Moderate
EVS00179,2025-05-10,4,271,44.9,Moderate
EVS02713,2024-12-27,8,685,23.3,Severe
EVS00318,2024-07-13,14,281,44.6,Moderate
EVS04701,2025-08-10,8,633,28.1,High
EVS04333,2024-01-25,8,960,15.5,Severe
EVS01064,2024-05-18,17,766,25.9,Severe
EVS03480,2025-08-29,4,417,39.7,Low
EVS02832,2025-05-31,0,254,42.9,Moderate
EVS03990,2025-04-29,21,462,40.3,Moderate
EVS02376,2024-03-11,7,463,39.7,Moderate
EVS00952,2024-08-07,9,735,22.9,Severe
EVS03188,2025-03-23,11,255,44.7,Moderate
EVS00402,2024-04-01,13,444,35.2,Moderate
EVS02916,2024-11-30,5,288,41.2,Moderate
EVS01057,2025-12-23,14,457,39.1,Moderate
EVS03412,2024-07-21,7,519,27.4,High
EVS04134,2025-11-24,6,511,37.6,High
EVS00550,2024-06-05,23,493,35.6,Moderate
EVS01998,2024-08-16,8,919,22.3,Severe
EVS03651,2024-05-27,4,333,43.8,Low
EVS00807,2025-06-26,3,286,45.9,Moderate
EVS02826,2025-09-18,1,271,45.1,Low
EVS03352,2024-12-30,18,820,19.0,Severe
EVS01756,2025-12-24,16,570,23.6,Moderate
EVS04151,2024-08-05,20,906,25.3,Severe
EVS02555,2024-06-09,3,242,38.1,Moderate
EVS03127,2024-12-14,14,235,42.6,Low
EVS00695,2024-05-13,5,414,33.6,Moderate
EVS00110,2024-02-27,21,565,34.4,High
EVS00251,2025-05-19,2,414,34.0,Moderate
EVS04520,2025-01-05,23,257,45.3,Moderate
EVS04416,2024-02-17,20,536,38.4,Moderate
EVS04026,2024-09-11,19,710,22.9,Severe
EVS00992,2025-05-16,6,578,33.1,High
EVS02624,2025-06-19,3,385,44.2,Moderate
EVS03963,2024-02-02,9,712,25.0,Severe
EVS03366,2025-05-31,10,379,40.2,Moderate
EVS00579,2025-08-16,10,362,41.6,Moderate
EVS04477,2025-08-15,20,562,33.3,High
EVS00793,2025-06-29,0,220,46.9,Low
EVS00851,2025-10-09,8,760,28.4,Severe
EVS04506,2024-12-20,13,429,35.5,Low
EVS02417,2024-01-13,13,229,44.1,Low
EVS01857,2024-12-06,13,456,39.6,Moderate
EVS02762,2024-10-11,20,648,24.6,Moderate
EVS04914,2025-08-27,19,961,24.2,Severe
EVS00598,2025-10-12,2,290,48.3,Low
EVS03766,2025-05-19,18,683,27.9,High
EVS01664,2024-04-12,14,359,40.8,Moderate
EVS00587,2025-04-06,13,235,37.6,Low
EVS02101,2025-09-14,6,409,38.7,Moderate
EVS02737,2024-03-17,8,643,27.3,High
EVS01023,2024-09-17,15,482,39.5,Moderate
EVS02023,2025-09-22,22,527,37.1,High
EVS03168,2025-04-11,0,330,31.6,Low
EVS02873,2025-07-04,17,789,27.1,Severe
EVS03605,2025-01-16,21,490,37.0,High
EVS04176,2024-06-14,22,285,41.7,Moderate
EVS02041,2024-03-07,13,331,39.1,Moderate
EVS02107,2025-08-21,11,493,44.9,Moderate
EVS02485,2025-05-29,5,393,39.2,Moderate
EVS02825,2025-05-01,14,423,34.8,Moderate
EVS00544,2025-02-03,0,381,39.8,Moderate
EVS01554,2024-06-16,6,382,40.9,Moderate
EVS00851,2024-07-26,0,313,40.4,Moderate
EVS01925,2025-11-10,18,1201,13.3,Severe
EVS04874,2024-08-29,17,799,23.5,Severe
EVS02905,2024-10-24,3,376,43.5,Moderate
EVS02136,2024-12-29,9,560,27.8,Moderate
EVS02824,2025-03-02,4,216,39.9,Low
EVS03338,2024-02-26,10,690,32.0,High
EVS02161,2025-05-13,16,698,27.7,Severe
EVS02226,2025-05-21,19,1114,17.0,Severe
EVS03490,2025-11-23,8,558,32.5,High
EVS00304,2025-01-24,2,446,43.7,Moderate
EVS02692,2024-05-16,1,357,40.8,Moderate
EVS02730,2025-03-17,19,841,19.2,Severe
EVS03765,2025-10-06,0,274,45.5,Low
EVS04921,2025-12-02,1,368,37.5,Moderate
EVS03962,2024-04-30,5,392,36.0,Moderate
EVS02524,2024-12-26,14,455,39.4,Moderate
EVS00836,2024-05-22,23,401,36.0,Moderate
EVS02935,2025-10-01,22,344,38.9,Moderate
EVS04164,2024-03-05,9,628,28.7,High
EVS04668,2025-08-22,16,1134,15.7,Severe
EVS04121,2024-11-16,2,247,43.1,Moderate
EVS00936,2024-10-22,19,1055,13.9,Severe
EVS03553,2024-11-08,3,310,37.0,Moderate
EVS04402,2025-06-15,2,231,45.9,Moderate
EVS03393,2024-04-02,21,533,30.3,Moderate
EVS03417,2025-06-04,8,607,27.6,High
EVS02503,2025-04-18,17,1190,12.0,Severe
EVS03173,2024-05-11,9,532,39.1,Moderate
EVS01448,2025-03-21,2,302,37.8,Moderate
EVS00447,2024-06-02,9,638,36.8,High
EVS04133,2024-02-14,22,381,41.4,Moderate
EVS04722,2025-07-25,8,956,22.2,Severe
EVS04284,2024-09-21,9,631,23.5,High
EVS01662,2025-10-15,13,393,37.2,Moderate
EVS00470,2025-10-10,14,379,29.9,Moderate
EVS01380,2024-02-03,21,305,48.2,Moderate
EVS04210,2025-05-17,4,212,50.9,Low
EVS03266,2025-01-28,15,477,33.4,High
EVS04844,2025-08-25,3,240,40.7,Moderate
EVS01704,2024-11-14,0,419,38.0,Moderate
EVS02753,2024-04-15,3,356,36.3,Moderate
EVS03936,2024-03-23,15,408,38.4,Moderate
EVS01157,2025-04-04,7,626,31.6,High
EVS04829,2024-12-08,10,551,34.7,Moderate
EVS02954,2024-04-30,7,707,34.2,High
EVS00038,2025-11-25,21,352,39.8,Moderate
EVS00122,2024-09-24,12,392,40.5,Moderate
EVS04414,2025-11-26,18,1100,12.0,Severe
EVS03214,2025-01-14,4,398,37.8,Moderate
EVS03800,2024-10-28,16,788,26.2,Severe
EVS03907,2024-11-23,4,233,46.4,Low
EVS02096,2025-03-26,20,904,20.9,Severe
EVS03976,2024-05-16,17,702,22.2,High
EVS04695,2025-05-31,12,314,39.7,Moderate
EVS00852,2024-11-24,0,305,50.4,Moderate
EVS03806,2025-04-23,0,313,48.2,Low
EVS01525,2025-09-04,2,350,36.7,Moderate
EVS01597,2025-05-18,12,238,42.6,Low
EVS02057,2025-10-24,11,497,31.6,Moderate
EVS04317,2025-09-01,20,954,24.8,Severe
EVS00106,2024-11-19,0,288,43.3,Moderate
EVS02156,2025-07-04,12,648,28.0,High
EVS03388,2025-06-25,5,415,40.2,Moderate
EVS00554,2025-11-01,19,733,28.7,High
EVS03944,2025-02-09,7,588,27.4,High
EVS04717,2025-02-05,15,658,30.0,High
EVS00456,2024-02-09,5,391,42.3,Moderate
EVS00755,2024-07-12,0,280,44.1,Low
EVS04879,2025-03-02,17,490,31.6,Moderate
EVS00983,2025-07-15,10,491,35.0,High
EVS00395,2025-05-28,9,732,24.6,Severe
EVS04772,2025-06-24,19,888,24.9,Severe
EVS04464,2024-08-25,14,269,43.3,Moderate
EVS03265,2025-06-06,4,348,37.7,Moderate
EVS02753,2024-09-28,16,463,39.1,Moderate
EVS04599,2024-11-22,1,460,42.0,Moderate
EVS03264,2024-08-16,8,999,19.4,Severe
EVS03279,2024-03-21,14,365,41.1,Moderate
EVS04214,2024-06-03,6,581,38.8,Moderate
EVS03251,2025-01-29,8,983,17.5,Severe
EVS02522,2024-05-04,12,265,45.3,Low
EVS01948,2025-05-16,22,474,35.9,Moderate
EVS02520,2025-02-20,2,300,44.7,Moderate
EVS02611,2025-05-31,21,395,37.5,Moderate
EVS01791,2025-03-24,19,946,18.0,Severe
EVS02227,2024-10-24,0,287,41.2,Moderate
EVS03992,2025-11-14,8,972,13.7,Severe
EVS02075,2025-02-21,7,555,29.4,Moderate
EVS00123,2025-04-17,16,769,23.7,Severe
EVS01393,2024-04-05,0,267,49.5,Low
EVS01147,2025-03-23,3,347,47.1,Moderate
EVS03953,2025-11-13,4,429,42.9,High
EVS02231,2025-09-06,20,453,32.1,Moderate
EVS01380,2025-08-26,22,384,36.8,Moderate
EVS04043,2025-08-07,11,392,37.3,Low
EVS00092,2025-04-07,16,642,28.7,Severe
EVS00861,2024-01-13,2,222,40.9,Low
EVS04129,2025-03-02,14,355,41.7,Moderate
EVS02748,2024-07-01,13,439,42.5,High
EVS03853,2025-08-23,7,593,31.2,Moderate
EVS04186,2025-02-15,19,984,14.8,Severe
EVS04717,2025-07-02,3,362,36.3,Moderate
EVS00319,2025-05-22,23,364,45.6,Moderate
EVS03978,2024-07-24,3,274,43.8,Low
EVS03532,2025-02-16,19,725,32.8,High
EVS01029,2025-12-25,23,347,35.1,Moderate
EVS04664,2025-12-05,17,921,19.5,Severe
EVS02018,2024-04-12,6,418,43.4,Moderate
EVS04438,2025-01-16,0,428,35.9,Moderate
EVS03010,2025-03-26,7,765,21.9,High
EVS02629,2024-06-28,18,1033,15.0,Severe
EVS00786,2025-08-02,11,261,39.6,Low
EVS04571,2025-10-10,15,518,34.2,Moderate
EVS02778,2024-06-28,15,828,28.0,Severe
EVS00029,2024-07-20,18,616,30.3,High
EVS00089,2025-11-24,9,652,31.8,High
EVS03874,2024-03-20,8,680,27.1,High
EVS00798,2025-01-06,21,552,28.6,Moderate
EVS02984,2025-01-27,17,691,22.1,High
EVS03394,2024-04-25,1,399,38.6,Moderate
EVS01377,2025-01-21,21,477,39.0,Moderate
EVS02837,2024-05-30,1,525,30.6,High
EVS01192,2024-09-25,4,411,38.9,Low
EVS04738,2024-07-08,17,1081,15.1,Severe
EVS04299,2024-12-30,4,320,39.4,Moderate
EVS01419,2025-02-14,4,464,33.3,High
EVS02640,2024-09-15,6,540,27.0,High
EVS02508,2025-01-21,1,297,38.0,Low
EVS04812,2025-08-30,17,710,24.9,High
EVS01968,2025-12-15,8,1076,20.7,Severe
EVS02803,2024-08-09,1,387,40.7,Moderate
EVS04646,2024-09-23,11,315,41.3,Moderate
EVS00804,2025-10-11,18,668,36.1,High
EVS02748,2025-03-11,5,558,29.1,High
EVS00527,2024-10-27,0,184,42.2,Moderate
EVS03077,2024-04-18,15,340,43.0,Moderate
EVS01821,2025-06-28,13,368,43.1,Moderate
EVS04847,2025-08-10,11,377,40.7,Moderate
EVS02068,2024-11-19,10,752,27.4,High
EVS00676,2024-09-08,7,524,41.8,Moderate
EVS04163,2025-10-18,2,206,49.6,Low
EVS04094,2024-07-25,5,342,46.6,Moderate
EVS03459,2025-07-09,9,506,30.6,Moderate
EVS03728,2024-02-27,11,428,38.3,Moderate
EVS01304,2025-08-17,10,502,33.4,Moderate
EVS03199,2024-08-25,12,180,42.4,Low
EVS00186,2025-02-14,12,337,46.0,Moderate
EVS00979,2025-06-11,19,720,27.8,High
EVS04667,2025-10-16,21,629,34.4,High
EVS03681,2025-07-20,22,211,54.2,Low
EVS01143,2024-02-28,23,373,33.0,Moderate
EVS00558,2024-03-04,1,369,42.7,Low
EVS04753,2025-06-15,18,625,36.4,Severe
EVS00560,2025-12-12,10,466,41.9,Moderate
EVS01268,2024-06-20,1,415,38.0,Moderate
EVS00905,2025-09-16,17,1143,12.0,Severe
EVS00037,2025-10-31,5,353,40.1,Moderate
EVS01560,2025-10-12,18,761,27.7,Severe
EVS04879,2025-12-10,15,502,34.9,Moderate
EVS01700,2025-02-08,18,459,37.9,Moderate
EVS02527,2024-10-01,0,356,31.5,Moderate
EVS03714,2025-10-03,9,978,23.1,Severe
EVS02750,2024-04-29,23,377,39.6,Moderate
EVS03704,2025-06-18,7,536,31.4,Moderate
EVS03298,2024-07-25,10,652,30.1,High
EVS03030,2025-03-29,15,392,37.3,Moderate
EVS03233,2024-08-31,14,279,42.5,Moderate
EVS03978,2025-06-11,21,590,30.2,High
EVS03541,2025-04-21,14,364,42.5,Moderate
EVS03943,2025-09-01,7,633,33.6,Severe
EVS00720,2025-03-19,6,683,29.3,Severe
EVS03380,2024-11-07,7,647,20.2,High
EVS03667,2025-07-15,11,326,35.9,Moderate
EVS01480,2024-07-01,14,431,27.0,Moderate
EVS04369,2025-09-05,18,1005,12.9,Severe
EVS01509,2024-12-08,5,328,39.9,Moderate
EVS01206,2025-05-26,2,371,41.4,Moderate
EVS04333,2025-05-08,17,861,21.1,Severe
EVS01220,2025-01-03,4,372,35.4,Moderate
EVS02068,2025-05-19,12,318,44.7,Moderate
EVS01830,2024-04-01,22,388,38.3,Low
EVS04490,2024-06-22,5,223,36.7,Low
EVS02262,2025-08-26,9,690,26.9,High
EVS03457,2024-01-12,23,347,35.9,Moderate
EVS03955,2024-11-25,2,282,44.8,Moderate
EVS03130,2024-09-16,6,737,30.4,Severe
EVS04725,2024-12-26,2,325,43.1,Low
EVS03996,2024-06-28,15,407,38.8,Moderate
EVS01997,2025-08-16,5,302,38.2,Moderate
EVS04761,2024-12-28,2,219,41.7,Low
EVS02620,2025-07-11,22,296,44.3,Moderate
EVS00107,2025-08-14,3,334,41.6,Moderate
EVS01281,2025-12-25,20,796,20.0,Severe
EVS03104,2024-01-30,13,368,37.0,Moderate
EVS00772,2025-07-08,2,310,42.0,Moderate
EVS02912,2024-02-24,20,443,37.9,Moderate
EVS01795,2025-08-17,2,218,34.9,Moderate
EVS02668,2025-09-07,9,530,33.4,Moderate
EVS00011,2025-06-11,11,372,42.9,Moderate
EVS04239,2024-09-16,23,355,33.8,Moderate
EVS01797,2025-09-14,22,264,44.1,Moderate
EVS00693,2025-02-21,3,411,36.9,Moderate
EVS02172,2024-11-26,3,440,36.8,Moderate
EVS02425,2025-12-22,23,331,28.7,Moderate
EVS03175,2024-04-10,13,270,41.0,Moderate
EVS02620,2024-06-03,9,673,29.9,High
EVS00213,2024-06-16,0,207,47.5,Moderate
EVS04356,2024-01-09,3,433,32.6,Moderate
EVS02270,2025-02-01,20,408,31.8,Moderate
EVS00384,2024-01-15,18,1212,12.0,Severe
EVS03848,2025-07-30,20,893,15.0,Severe
EVS03287,2024-11-06,19,751,21.4,High
EVS03231,2024-12-27,18,909,16.3,Severe
EVS02124,2024-12-07,5,363,34.6,Moderate
EVS02046,2024-04-06,18,739,27.9,Severe
EVS02676,2024-12-01,13,218,49.6,Moderate
EVS00249,2025-08-25,7,793,18.9,Severe
EVS01475,2024-10-31,0,346,41.3,Moderate
EVS04944,2025-08-03,5,345,32.4,Moderate
EVS03300,2024-12-16,12,623,27.3,High
EVS02088,2024-09-08,9,348,41.1,Moderate
EVS01102,2025-07-05,5,315,44.1,Moderate
EVS03712,2025-05-29,10,646,29.4,High
EVS01282,2024-01-10,15,449,30.0,Moderate
EVS00802,2025-02-11,18,1186,12.0,Severe
EVS00763,2025-08-27,13,339,43.4,Moderate
