Vehicle_ID,Vehicle_Type,Battery_Capacity_kWh,Vehicle_Age_Years
VEH00833,Sedan,60.0,8
VEH00834,Sedan,60.0,0
VEH00835,Sedan,50.0,2
VEH00836,Sedan,70.0,2
VEH00837,Pickup,50.0,8
VEH00838,Pickup,60.0,6
VEH00839,Pickup,60.0,9
VEH00840,Sedan,90.0,0
VEH00841,Hatchback,60.0,9
VEH00842,SUV,50.0,6
VEH00843,Sedan,100.0,7
VEH00844,Pickup,40.0,4
VEH00845,Sedan,90.0,4
VEH00846,SUV,70.0,9
VEH00847,SUV,50.0,2
VEH00848,SUV,50.0,11
VEH00849,SUV,50.0,4
VEH00850,SUV,60.0,6
VEH00851,Hatchback,90.0,4
VEH00852,SUV,100.0,8
VEH00853,Hatchback,70.0,11
VEH00854,Sedan,70.0,2
VEH00855,Hatchback,80.0,1
VEH00856,Van,70.0,9
VEH00857,Sedan,70.0,1
VEH00858,SUV,80.0,2
VEH00859,Hatchback,60.0,4
VEH00860,Sedan,70.0,8
VEH00861,Hatchback,80.0,11
VEH00862,Sedan,90.0,4
VEH00863,Hatchback,100.0,0
VEH00864,SUV,60.0,6
VEH00865,Sedan,80.0,1
VEH00866,Hatchback,40.0,4
VEH00867,Hatchback,40.0,4
VEH00868,Hatchback,50.0,9
VEH00869,Sedan,40.0,11
VEH00870,SUV,70.0,6
VEH00871,Sedan,50.0,4
VEH00872,Hatchback,50.0,9
VEH00873,Pickup,60.0,1
VEH00874,Sedan,80.0,5
VEH00875,SUV,40.0,6
VEH00876,Hatchback,70.0,8
VEH00877,Sedan,80.0,3
VEH00878,SUV,40.0,1
VEH00879,Sedan,80.0,4
VEH00880,SUV,100.0,10
VEH00881,Van,80.0,7
VEH00882,SUV,70.0,11
VEH00883,Sedan,50.0,10
VEH00884,Sedan,100.0,2
VEH00885,Sedan,70.0,11
VEH00886,Sedan,50.0,1
VEH00887,SUV,80.0,5
VEH00888,Hatchback,50.0,8
VEH00889,Sedan,80.0,2
VEH00890,SUV,70.0,4
VEH00891,Pickup,50.0,11
VEH00892,SUV,60.0,7
VEH00893,SUV,40.0,7
VEH00894,Hatchback,100.0,5
VEH00895,Pickup,90.0,11
VEH00896,SUV,50.0,8
VEH00897,SUV,60.0,3
VEH00898,Pickup,70.0,1
VEH00899,Sedan,60.0,4
VEH00900,Sedan,40.0,5
VEH00901,Sedan,50.0,10
VEH00902,Van,50.0,9
VEH00903,Sedan,50.0,0
VEH00904,Pickup,60.0,9
VEH00905,Sedan,80.0,1
VEH00906,SUV,60.0,1
VEH00907,SUV,70.0,10
VEH00908,SUV,40.0,3
VEH00909,Sedan,50.0,3
VEH00910,SUV,90.0,2
VEH00911,SUV,90.0,8
VEH00912,Sedan,40.0,5
VEH00913,Sedan,70.0,7
VEH00914,Hatchback,60.0,10
VEH00915,Hatchback,90.0,6
VEH00916,SUV,70.0,9
VEH00917,Sedan,60.0,4
VEH00918,Pickup,50.0,3
VEH00919,Pickup,40.0,9
VEH00920,Pickup,80.0,3
VEH00921,SUV,80.0,11
VEH00922,Pickup,50.0,2
VEH00923,Hatchback,80.0,3
VEH00924,SUV,90.0,8
VEH00925,SUV,60.0,8
VEH00926,Hatchback,60.0,7
VEH00927,Hatchback,50.0,8
VEH00928,Van,70.0,4
VEH00929,Pickup,80.0,5
VEH00930,SUV,70.0,0
VEH00931,Sedan,50.0,4
VEH00932,Pickup,90.0,9
VEH00933,SUV,80.0,9
VEH00934,Sedan,90.0,0
VEH00935,Sedan,40.0,11
VEH00936,Sedan,60.0,4
VEH00937,Hatchback,80.0,3
VEH00938,SUV,60.0,5
VEH00939,SUV,70.0,5
VEH00940,Sedan,50.0,9
VEH00941,SUV,60.0,7
VEH00942,Pickup,60.0,2
VEH00943,Pickup,50.0,5
VEH00944,SUV,40.0,1
VEH00945,Sedan,80.0,10
VEH00946,Sedan,60.0,6
VEH00947,Sedan,70.0,8
VEH00948,Pickup,100.0,4
VEH00949,Pickup,40.0,3
VEH00950,Sedan,60.0,0
VEH00951,SUV,50.0,6
VEH00952,SUV,100.0,3
VEH00953,SUV,90.0,1
VEH00954,SUV,70.0,2
VEH00955,Pickup,50.0,8
VEH00956,Sedan,70.0,3
VEH00957,Pickup,100.0,9
VEH00958,SUV,90.0,3
VEH00959,Sedan,60.0,11
VEH00960,Sedan,50.0,10
VEH00961,Sedan,50.0,7
VEH00962,SUV,50.0,4
VEH00963,Hatchback,50.0,4
VEH00964,Pickup,40.0,9
VEH00965,Pickup,50.0,8
VEH00966,SUV,40.0,7
VEH00967,Sedan,50.0,0
VEH00968,SUV,60.0,0
VEH00969,Hatchback,50.0,3
VEH00970,SUV,70.0,11
VEH00971,Hatchback,50.0,1
VEH00972,SUV,60.0,5
VEH00973,Pickup,90.0,3
VEH00974,Pickup,60.0,7
VEH00975,Hatchback,40.0,10
VEH00976,SUV,70.0,1
VEH00977,Pickup,80.0,4
VEH00978,Pickup,50.0,10
VEH00979,SUV,80.0,3
VEH00980,SUV,70.0,1
VEH00981,Sedan,60.0,11
VEH00982,Sedan,90.0,0
VEH00983,SUV,50.0,10
VEH00984,Sedan,50.0,7
VEH00985,SUV,90.0,10
VEH00986,Hatchback,70.0,5
VEH00987,SUV,50.0,2
VEH00988,Sedan,70.0,2
VEH00989,Van,40.0,6
VEH00990,Hatchback,50.0,11
VEH00991,SUV,80.0,5
VEH00992,Sedan,80.0,10
VEH00993,Sedan,90.0,7
VEH00994,Pickup,80.0,8
VEH00995,Hatchback,60.0,8
VEH00996,Pickup,40.0,5
VEH00997,SUV,70.0,0
VEH00998,Hatchback,90.0,5
VEH00999,Van,60.0,11
VEH01000,Sedan,90.0,9
VEH01001,Sedan,70.0,2
VEH01002,Hatchback,70.0,3
VEH01003,SUV,60.0,0
VEH01004,SUV,50.0,7
VEH01005,Sedan,40.0,2
VEH01006,Hatchback,80.0,4
VEH01007,SUV,50.0,7
VEH01008,SUV,100.0,9
VEH01009,SUV,60.0,11
VEH01010,Pickup,40.0,10
VEH01011,SUV,70.0,2
VEH01012,Hatchback,90.0,3
VEH01013,SUV,70.0,8
VEH01014,Pickup,70.0,0
VEH01015,Hatchback,60.0,3
VEH01016,Sedan,70.0,11
VEH01017,Hatchback,90.0,0
VEH01018,Sedan,50.0,8
VEH01019,SUV,90.0,4
VEH01020,Sedan,80.0,6
VEH01021,Sedan,40.0,0
VEH01022,SUV,100.0,11
VEH01023,SUV,70.0,6
VEH01024,SUV,40.0,5
VEH01025,Sedan,40.0,6
VEH01026,Sedan,40.0,5
VEH01027,Hatchback,50.0,9
VEH01028,Hatchback,60.0,8
VEH01029,Pickup,80.0,2
VEH01030,Sedan,40.0,6
VEH01031,Sedan,70.0,6
VEH01032,Sedan,80.0,4
VEH01033,SUV,80.0,4
VEH01034,Sedan,70.0,3
VEH01035,Van,50.0,3
VEH01036,Sedan,60.0,3
VEH01037,Hatchback,60.0,4
VEH01038,Hatchback,50.0,4
VEH01039,Van,60.0,4
VEH01040,Sedan,70.0,4
VEH01041,Sedan,70.0,2
VEH01042,SUV,70.0,11
VEH01043,Sedan,70.0,5
VEH01044,Hatchback,50.0,3
VEH01045,Hatchback,60.0,11
VEH01046,Hatchback,90.0,2
VEH01047,Pickup,60.0,2
VEH01048,Hatchback,80.0,3
VEH01049,SUV,80.0,5
VEH01050,Van,60.0,9
VEH01051,Sedan,50.0,7
VEH01052,SUV,70.0,0
VEH01053,Sedan,60.0,1
VEH01054,Pickup,50.0,0
VEH01055,Hatchback,50.0,2
VEH01056,SUV,50.0,1
VEH01057,Hatchback,70.0,3
VEH01058,SUV,60.0,8
VEH01059,Sedan,70.0,4
VEH01060,SUV,70.0,3
VEH01061,Pickup,60.0,0
VEH01062,Sedan,50.0,7
VEH01063,Pickup,90.0,3
VEH01064,Sedan,50.0,4
VEH01065,SUV,80.0,8
VEH01066,Sedan,70.0,5
VEH01067,SUV,40.0,3
VEH01068,SUV,70.0,1
VEH01069,SUV,100.0,9
VEH01070,Hatchback,60.0,11
VEH01071,SUV,60.0,6
VEH01072,SUV,80.0,9
VEH01073,SUV,90.0,0
VEH01074,SUV,100.0,11
VEH01075,Pickup,60.0,10
VEH01076,SUV,40.0,4
VEH01077,SUV,60.0,11
VEH01078,Hatchback,40.0,3
VEH01079,SUV,50.0,10
VEH01080,Hatchback,50.0,11
VEH01081,Hatchback,70.0,10
VEH01082,Hatchback,60.0,3
VEH01083,Sedan,50.0,3
VEH01084,Sedan,90.0,7
VEH01085,Sedan,40.0,11
VEH01086,Hatchback,90.0,5
VEH01087,SUV,60.0,7
VEH01088,SUV,50.0,0
VEH01089,SUV,80.0,2
VEH01090,Sedan,90.0,10
VEH01091,Sedan,60.0,0
VEH01092,Van,60.0,10
VEH01093,Sedan,50.0,0
VEH01094,Pickup,50.0,6
VEH01095,Van,50.0,1
VEH01096,Sedan,50.0,4
VEH01097,Hatchback,70.0,7
VEH01098,SUV,70.0,8
VEH01099,Hatchback,80.0,4
VEH01100,SUV,40.0,0
VEH01101,Sedan,90.0,2
VEH01102,Pickup,50.0,10
VEH01103,Hatchback,50.0,8
VEH01104,Sedan,60.0,1
VEH01105,Sedan,80.0,3
VEH01106,Van,80.0,5
VEH01107,Sedan,60.0,1
VEH01108,Hatchback,70.0,4
VEH01109,Hatchback,50.0,5
VEH01110,SUV,70.0,8
VEH01111,SUV,80.0,10
VEH01112,SUV,80.0,10
VEH01113,Hatchback,70.0,4
VEH01114,Hatchback,100.0,1
VEH01115,Sedan,60.0,4
VEH01116,Sedan,50.0,11
VEH01117,SUV,70.0,6
VEH01118,SUV,50.0,0
VEH01119,Sedan,60.0,10
VEH01120,SUV,70.0,8
VEH01121,SUV,80.0,0
VEH01122,Sedan,80.0,4
VEH01123,Hatchback,50.0,4
VEH01124,Sedan,40.0,1
VEH01125,SUV,60.0,4
VEH01126,Sedan,90.0,10
VEH01127,Sedan,80.0,7
VEH01128,Sedan,100.0,11
VEH01129,Pickup,50.0,4
VEH01130,Hatchback,90.0,0
VEH01131,SUV,80.0,10
VEH01132,SUV,70.0,3
VEH01133,Sedan,60.0,2
VEH01134,Pickup,60.0,8
VEH01135,Van,70.0,4
VEH01136,Hatchback,40.0,9
VEH01137,SUV,40.0,5
VEH01138,SUV,60.0,4
VEH01139,Pickup,90.0,5
VEH01140,Sedan,100.0,2
VEH01141,SUV,50.0,8
VEH01142,Van,100.0,11
VEH01143,Pickup,50.0,9
VEH01144,Sedan,80.0,5
VEH01145,SUV,80.0,5
VEH01146,Hatchback,60.0,3
VEH01147,Pickup,40.0,11
VEH01148,Hatchback,50.0,0
VEH01149,Sedan,90.0,7
VEH01150,SUV,60.0,9
VEH01151,Pickup,70.0,7
VEH01152,Hatchback,60.0,6
VEH01153,Van,60.0,3
VEH01154,Hatchback,100.0,8
VEH01155,SUV,60.0,10
VEH01156,Sedan,70.0,10
VEH01157,SUV,70.0,11
VEH01158,SUV,80.0,2
VEH01159,Hatchback,60.0,1
VEH01160,Van,40.0,7
VEH01161,Hatchback,50.0,7
VEH01162,Pickup,40.0,11
VEH01163,Sedan,60.0,3
VEH01164,SUV,40.0,10
VEH01165,Pickup,50.0,11
VEH01166,SUV,50.0,11
VEH01167,Hatchback,60.0,1
VEH01168,Sedan,50.0,0
VEH01169,Sedan,60.0,4
VEH01170,Sedan,50.0,4
VEH01171,SUV,70.0,3
VEH01172,Sedan,70.0,2
VEH01173,Pickup,80.0,1
VEH01174,Hatchback,50.0,3
VEH01175,SUV,50.0,3
VEH01176,SUV,60.0,2
VEH01177,Sedan,70.0,7
VEH01178,Sedan,60.0,4
VEH01179,SUV,70.0,5
VEH01180,SUV,50.0,8
VEH01181,Pickup,40.0,6
VEH01182,Sedan,60.0,5
VEH01183,Hatchback,50.0,1
VEH01184,Hatchback,100.0,1
VEH01185,Sedan,60.0,1
VEH01186,Pickup,60.0,1
VEH01187,Sedan,80.0,8
VEH01188,Pickup,40.0,0
VEH01189,Pickup,100.0,2
VEH01190,SUV,80.0,8
VEH01191,Sedan,50.0,11
VEH01192,Hatchback,70.0,10
VEH01193,SUV,80.0,6
VEH01194,Pickup,70.0,5
VEH01195,SUV,90.0,3
VEH01196,Sedan,50.0,3
VEH01197,SUV,70.0,4
VEH01198,SUV,50.0,4
VEH01199,SUV,70.0,7
VEH01200,SUV,60.0,10
VEH01201,SUV,50.0,1
VEH01202,SUV,70.0,7
VEH01203,Sedan,80.0,10
VEH01204,Sedan,40.0,2
VEH01205,Sedan,50.0,9
VEH01206,Pickup,60.0,11
VEH01207,Sedan,60.0,0
VEH01208,Sedan,70.0,11
VEH01209,SUV,80.0,0
VEH01210,Sedan,80.0,6
VEH01211,SUV,60.0,3
VEH01212,Hatchback,90.0,7
VEH01213,SUV,60.0,2
VEH01214,SUV,40.0,4
VEH01215,SUV,70.0,9
VEH01216,Sedan,90.0,5
VEH01217,Hatchback,70.0,11
VEH01218,Van,90.0,2
VEH01219,SUV,90.0,8
VEH01220,Hatchback,60.0,6
VEH01221,Sedan,60.0,1
VEH01222,Hatchback,60.0,5
VEH01223,SUV,50.0,7
VEH01224,Sedan,70.0,5
VEH01225,SUV,50.0,8
VEH01226,Sedan,50.0,1
VEH01227,Sedan,40.0,11
VEH01228,Sedan,100.0,8
VEH01229,Van,60.0,11
VEH01230,SUV,70.0,0
VEH01231,Pickup,70.0,11
VEH01232,Sedan,70.0,11
VEH01233,Sedan,40.0,10
VEH01234,SUV,60.0,0
VEH01235,Pickup,60.0,7
VEH01236,Hatchback,70.0,5
VEH01237,Pickup,100.0,11
VEH01238,Van,60.0,9
VEH01239,Hatchback,80.0,1
VEH01240,Sedan,50.0,2
VEH01241,Pickup,80.0,4
VEH01242,SUV,60.0,8
VEH01243,Sedan,70.0,0
VEH01244,Sedan,90.0,10
VEH01245,Hatchback,60.0,11
VEH01246,SUV,70.0,1
VEH01247,Pickup,40.0,1
VEH01248,Van,90.0,8
VEH01249,Pickup,50.0,5
VEH01250,Sedan,60.0,10
VEH01251,SUV,50.0,4
VEH01252,SUV,80.0,10
VEH01253,Van,70.0,10
VEH01254,SUV,60.0,1
VEH01255,Sedan,70.0,2
VEH01256,SUV,40.0,6
VEH01257,Sedan,50.0,8
VEH01258,Hatchback,80.0,11
VEH01259,Hatchback,70.0,6
VEH01260,Sedan,70.0,3
VEH01261,Sedan,70.0,7
VEH01262,SUV,80.0,4
VEH01263,Sedan,90.0,5
VEH01264,SUV,80.0,6
VEH01265,Pickup,50.0,10
VEH01266,Pickup,70.0,2
VEH01267,Hatchback,100.0,10
VEH01268,Pickup,60.0,8
VEH01269,Hatchback,50.0,0
VEH01270,SUV,60.0,1
VEH01271,Pickup,60.0,4
VEH01272,Pickup,40.0,0
VEH01273,Sedan,70.0,0
VEH01274,SUV,60.0,9
VEH01275,SUV,90.0,10
VEH01276,Pickup,40.0,9
VEH01277,SUV,80.0,2
VEH01278,SUV,50.0,11
VEH01279,Sedan,100.0,2
VEH01280,SUV,70.0,4
VEH01281,Sedan,70.0,6
VEH01282,SUV,50.0,7
VEH01283,Hatchback,50.0,10
VEH01284,Van,100.0,0
VEH01285,SUV,70.0,1
VEH01286,Sedan,50.0,6
VEH01287,Pickup,50.0,3
VEH01288,SUV,60.0,6
VEH01289,Hatchback,60.0,5
VEH01290,Hatchback,70.0,1
VEH01291,SUV,70.0,7
VEH01292,Sedan,70.0,4
VEH01293,SUV,50.0,0
VEH01294,Sedan,90.0,0
VEH01295,Sedan,70.0,0
VEH01296,Sedan,50.0,9
VEH01297,Sedan,80.0,1
VEH01298,SUV,80.0,4
VEH01299,SUV,60.0,4
VEH01300,Sedan,70.0,9
VEH01301,SUV,50.0,9
VEH01302,Hatchback,100.0,6
VEH01303,Sedan,90.0,8
VEH01304,Sedan,60.0,11
VEH01305,Sedan,80.0,0
VEH01306,Hatchback,70.0,0
VEH01307,Sedan,70.0,9
VEH01308,Pickup,60.0,10
VEH01309,Hatchback,60.0,5
VEH01310,Pickup,40.0,4
VEH01311,Sedan,50.0,10
VEH01312,Hatchback,50.0,5
VEH01313,Hatchback,50.0,8
VEH01314,SUV,70.0,10
VEH01315,Pickup,50.0,4
VEH01316,Sedan,50.0,0
VEH01317,Hatchback,40.0,10
VEH01318,Sedan,70.0,3
VEH01319,Sedan,50.0,7
VEH01320,Hatchback,50.0,3
VEH01321,SUV,70.0,4
VEH01322,Sedan,60.0,1
VEH01323,Hatchback,50.0,5
VEH01324,Sedan,70.0,5
VEH01325,Hatchback,70.0,8
VEH01326,Pickup,50.0,10
VEH01327,Pickup,80.0,3
VEH01328,SUV,90.0,4
VEH01329,Sedan,90.0,11
VEH01330,Pickup,60.0,8
VEH01331,Sedan,40.0,5
VEH01332,Sedan,100.0,0
VEH01333,SUV,80.0,2
VEH01334,SUV,60.0,3
VEH01335,SUV,50.0,3
VEH01336,SUV,40.0,7
VEH01337,Sedan,50.0,10
VEH01338,Van,50.0,0
VEH01339,Pickup,80.0,2
VEH01340,Pickup,40.0,3
VEH01341,Sedan,60.0,5
VEH01342,Pickup,60.0,7
VEH01343,SUV,40.0,8
VEH01344,Van,60.0,5
VEH01345,Sedan,70.0,0
VEH01346,SUV,50.0,11
VEH01347,Hatchback,80.0,4
VEH01348,Sedan,70.0,3
VEH01349,Hatchback,50.0,0
VEH01350,SUV,50.0,3
VEH01351,SUV,50.0,11
VEH01352,Hatchback,50.0,11
VEH01353,SUV,80.0,4
VEH01354,Hatchback,80.0,10
VEH01355,Pickup,80.0,9
VEH01356,SUV,40.0,10
VEH01357,Pickup,100.0,0
VEH01358,Hatchback,50.0,1
VEH01359,Sedan,80.0,3
VEH01360,SUV,40.0,10
VEH01361,SUV,60.0,11
VEH01362,Hatchback,40.0,0
VEH01363,Sedan,90.0,8
VEH01364,SUV,60.0,10
VEH01365,Sedan,50.0,3
VEH01366,Pickup,50.0,11
VEH01367,Hatchback,60.0,4
VEH01368,Pickup,80.0,7
VEH01369,Hatchback,60.0,11
VEH01370,Sedan,60.0,6
VEH01371,SUV,70.0,11
VEH01372,Sedan,40.0,0
VEH01373,Pickup,50.0,8
VEH01374,SUV,90.0,11
VEH01375,Hatchback,80.0,9
VEH01376,Sedan,90.0,10
VEH01377,Sedan,100.0,1
VEH01378,Sedan,100.0,3
VEH01379,Sedan,70.0,3
VEH01380,SUV,90.0,11
VEH01381,SUV,90.0,6
VEH01382,Sedan,70.0,11
VEH01383,Hatchback,70.0,4
VEH01384,Pickup,70.0,7
VEH01385,Pickup,60.0,10
VEH01386,Sedan,70.0,10
VEH01387,Hatchback,50.0,11
VEH01388,Sedan,60.0,4
VEH01389,SUV,50.0,5
VEH01390,SUV,100.0,7
VEH01391,Hatchback,50.0,3
VEH01392,Hatchback,60.0,11
VEH01393,Hatchback,40.0,5
VEH01394,SUV,60.0,7
VEH01395,Van,60.0,1
VEH01396,Sedan,90.0,10
VEH01397,SUV,40.0,8
VEH01398,SUV,90.0,6
VEH01399,Pickup,60.0,11
VEH01400,Sedan,50.0,6
VEH01401,Pickup,70.0,4
VEH01402,Van,60.0,8
VEH01403,Sedan,70.0,6
VEH01404,SUV,40.0,11
VEH01405,SUV,50.0,2
VEH01406,SUV,100.0,10
VEH01407,Van,70.0,11
VEH01408,Van,50.0,5
VEH01409,Pickup,60.0,6
VEH01410,SUV,40.0,0
VEH01411,Sedan,80.0,7
VEH01412,Sedan,70.0,3
VEH01413,Pickup,60.0,10
VEH01414,Sedan,80.0,8
VEH01415,Sedan,50.0,6
VEH01416,Pickup,100.0,1
VEH01417,SUV,100.0,11
VEH01418,Sedan,50.0,1
VEH01419,Sedan,50.0,1
VEH01420,SUV,70.0,1
VEH01421,Hatchback,40.0,10
VEH01422,Hatchback,90.0,8
VEH01423,Sedan,70.0,7
VEH01424,Hatchback,80.0,5
VEH01425,Hatchback,50.0,4
VEH01426,Pickup,70.0,5
VEH01427,SUV,90.0,9
VEH01428,SUV,60.0,2
VEH01429,Sedan,40.0,11
VEH01430,Hatchback,70.0,0
VEH01431,SUV,80.0,3
VEH01432,Van,60.0,9
VEH01433,SUV,90.0,2
VEH01434,Van,90.0,2
VEH01435,Hatchback,50.0,6
VEH01436,Sedan,40.0,9
VEH01437,SUV,80.0,10
VEH01438,Sedan,100.0,10
VEH01439,Pickup,50.0,5
VEH01440,Pickup,70.0,7
VEH01441,SUV,50.0,0
VEH01442,Hatchback,50.0,3
VEH01443,Hatchback,60.0,7
VEH01444,Sedan,90.0,6
VEH01445,Van,80.0,10
VEH01446,Sedan,70.0,5
VEH01447,Hatchback,50.0,7
VEH01448,Sedan,70.0,4
VEH01449,SUV,60.0,2
VEH01450,Pickup,90.0,4
VEH01451,SUV,90.0,6
VEH01452,SUV,100.0,11
VEH01453,SUV,70.0,2
VEH01454,Sedan,70.0,10
VEH01455,Hatchback,80.0,9
VEH01456,Hatchback,50.0,6
VEH01457,Hatchback,60.0,5
VEH01458,Pickup,60.0,7
VEH01459,Pickup,80.0,6
VEH01460,Sedan,80.0,3
VEH01461,Sedan,40.0,0
VEH01462,Pickup,70.0,9
VEH01463,SUV,50.0,7
VEH01464,Hatchback,80.0,1
VEH01465,Sedan,60.0,11
VEH01466,Van,70.0,7
VEH01467,Hatchback,80.0,6
VEH01468,SUV,90.0,1
VEH01469,SUV,40.0,0
VEH01470,Sedan,100.0,3
VEH01471,Hatchback,70.0,8
VEH01472,Sedan,70.0,3
VEH01473,Pickup,70.0,5
VEH01474,SUV,50.0,9
VEH01475,Hatchback,60.0,0
VEH01476,Hatchback,70.0,10
VEH01477,Hatchback,80.0,4
VEH01478,Hatchback,60.0,9
VEH01479,Hatchback,80.0,11
VEH01480,Pickup,90.0,0
VEH01481,SUV,50.0,11
VEH01482,Pickup,50.0,0
VEH01483,Sedan,50.0,1
VEH01484,Hatchback,50.0,10
VEH01485,Pickup,60.0,4
VEH01486,SUV,80.0,2
VEH01487,Van,60.0,6
VEH01488,SUV,90.0,3
VEH01489,Hatchback,90.0,7
VEH01490,SUV,60.0,5
VEH01491,Sedan,40.0,3
VEH01492,Sedan,70.0,0
VEH01493,SUV,80.0,4
VEH01494,SUV,50.0,11
VEH01495,Sedan,50.0,9
VEH01496,SUV,80.0,8
VEH01497,SUV,80.0,3
VEH01498,Pickup,50.0,3
VEH01499,Sedan,40.0,7
VEH01500,Hatchback,80.0,3
VEH01501,Sedan,50.0,2
VEH01502,Pickup,90.0,9
VEH01503,Sedan,80.0,10
VEH01504,SUV,40.0,3
VEH01505,Sedan,70.0,5
VEH01506,Hatchback,80.0,11
VEH01507,Sedan,90.0,1
VEH01508,SUV,60.0,3
VEH01509,Hatchback,100.0,11
VEH01510,Sedan,60.0,3
VEH01511,Sedan,70.0,11
VEH01512,SUV,100.0,3
VEH01513,SUV,60.0,7
VEH01514,SUV,50.0,10
VEH01515,SUV,50.0,6
VEH01516,SUV,50.0,10
VEH01517,Hatchback,70.0,11
VEH01518,Hatchback,40.0,8
VEH01519,SUV,60.0,3
VEH01520,SUV,70.0,11
VEH01521,SUV,60.0,2
VEH01522,Pickup,40.0,3
VEH01523,Pickup,40.0,6
VEH01524,SUV,40.0,7
VEH01525,Hatchback,90.0,0
VEH01526,SUV,70.0,5
VEH01527,Van,40.0,0
VEH01528,Hatchback,40.0,4
VEH01529,Sedan,40.0,0
VEH01530,SUV,50.0,7
VEH01531,Van,80.0,9
VEH01532,SUV,70.0,2
VEH01533,Pickup,100.0,2
VEH01534,SUV,90.0,11
VEH01535,SUV,50.0,7
VEH01536,Sedan,70.0,6
VEH01537,Sedan,100.0,3
VEH01538,Sedan,90.0,6
VEH01539,Sedan,50.0,9
VEH01540,Sedan,60.0,7
VEH01541,Sedan,90.0,3
VEH01542,SUV,60.0,6
VEH01543,Pickup,70.0,5
VEH01544,Pickup,40.0,1
VEH01545,Sedan,60.0,1
VEH01546,Pickup,40.0,10
VEH01547,Sedan,50.0,2
VEH01548,SUV,80.0,7
VEH01549,Sedan,60.0,1
VEH01550,Hatchback,70.0,10
VEH01551,Sedan,50.0,9
VEH01552,SUV,40.0,5
VEH01553,Van,80.0,8
VEH01554,SUV,60.0,4
VEH01555,SUV,80.0,1
VEH01556,Sedan,70.0,10
VEH01557,SUV,40.0,8
VEH01558,SUV,60.0,5
VEH01559,Hatchback,60.0,1
VEH01560,Hatchback,80.0,8
VEH01561,Pickup,100.0,11
VEH01562,Sedan,50.0,1
VEH01563,Pickup,50.0,0
VEH01564,Hatchback,60.0,9
VEH01565,Sedan,80.0,8
VEH01566,Pickup,60.0,11
VEH01567,Sedan,80.0,4
VEH01568,Hatchback,60.0,4
VEH01569,Sedan,40.0,8
VEH01570,Sedan,100.0,1
VEH01571,Hatchback,50.0,0
VEH01572,SUV,60.0,5
VEH01573,Sedan,60.0,10
VEH01574,Hatchback,50.0,7
VEH01575,Sedan,50.0,5
VEH01576,Hatchback,70.0,0
VEH01577,SUV,50.0,7
VEH01578,SUV,50.0,5
VEH01579,Hatchback,60.0,2
VEH01580,SUV,50.0,6
VEH01581,Hatchback,60.0,11
VEH01582,Van,50.0,1
VEH01583,SUV,80.0,11
VEH01584,Sedan,60.0,3
VEH01585,Sedan,90.0,3
VEH01586,Pickup,70.0,5
VEH01587,SUV,70.0,2
VEH01588,Sedan,90.0,8
VEH01589,Sedan,50.0,9
VEH01590,SUV,50.0,1
VEH01591,Pickup,60.0,7
VEH01592,Pickup,40.0,6
VEH01593,SUV,80.0,6
VEH01594,SUV,50.0,5
VEH01595,Sedan,90.0,3
VEH01596,SUV,40.0,6
VEH01597,Hatchback,90.0,9
VEH01598,Hatchback,80.0,4
VEH01599,Pickup,40.0,0
VEH01600,Sedan,50.0,8
VEH01601,Pickup,40.0,10
VEH01602,Hatchback,60.0,2
VEH01603,Sedan,70.0,11
VEH01604,Van,100.0,6
VEH01605,Hatchback,50.0,3
VEH01606,Sedan,60.0,6
VEH01607,SUV,70.0,11
VEH01608,Sedan,40.0,5
VEH01609,SUV,70.0,1
VEH01610,Sedan,90.0,6
VEH01611,SUV,80.0,4
VEH01612,Sedan,40.0,11
VEH01613,SUV,40.0,5
VEH01614,Sedan,80.0,1
VEH01615,SUV,60.0,6
VEH01616,Sedan,100.0,3
VEH01617,Sedan,40.0,4
VEH01618,Van,70.0,3
VEH01619,Hatchback,50.0,3
VEH01620,Van,60.0,0
VEH01621,Hatchback,50.0,3
VEH01622,Sedan,90.0,7
VEH01623,Sedan,50.0,10
VEH01624,SUV,90.0,10
VEH01625,Sedan,40.0,7
VEH01626,Sedan,100.0,11
VEH01627,Hatchback,80.0,2
VEH01628,Pickup,60.0,2
VEH01629,Sedan,50.0,1
VEH01630,Pickup,90.0,4
VEH01631,SUV,60.0,9
VEH01632,Pickup,90.0,11
VEH01633,SUV,60.0,6
VEH01634,SUV,60.0,0
VEH01635,Sedan,40.0,3
VEH01636,Pickup,80.0,0
VEH01637,SUV,50.0,9
VEH01638,Sedan,50.0,3
VEH01639,Hatchback,50.0,9
VEH01640,Sedan,40.0,1
VEH01641,SUV,60.0,9
VEH01642,Pickup,70.0,10
VEH01643,Sedan,80.0,7
VEH01644,SUV,80.0,3
VEH01645,Hatchback,50.0,7
VEH01646,SUV,80.0,6
VEH01647,Sedan,70.0,11
VEH01648,Sedan,70.0,3
VEH01649,Sedan,60.0,8
VEH01650,Pickup,70.0,4
VEH01651,Hatchback,80.0,6
VEH01652,Sedan,70.0,4
VEH01653,Van,50.0,3
VEH01654,SUV,90.0,7
VEH01655,Hatchback,60.0,10
VEH01656,Pickup,50.0,7
VEH01657,Hatchback,60.0,7
VEH01658,Sedan,70.0,3
VEH01659,Sedan,70.0,1
VEH01660,SUV,50.0,3
VEH01661,Sedan,50.0,3
VEH01662,SUV,40.0,3
VEH01663,Sedan,50.0,4
